time,AERONET_Site,Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty.1,AOD_Empty.2,AOD_Empty.3,AOD_Empty.4,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)_
2010-12-05 12:00:00,Sao_Paulo,339.0,-999.0,0.042543,0.05044,-999.0,-999.0,0.070035,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.116115,-999.0,-999.0,0.135863,-999.0,-999.0,-999.0,-999.0,3.556565,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.503168,1.254331,1.613353,1.518263,-999.0,-999.0,0.0,17.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,17.0,17.0,0.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-03-11 12:00:00,Sao_Paulo,70.0,-999.0,0.059318,0.07282,-999.0,-999.0,0.104322,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.166567,-999.0,-999.0,0.182783,-999.0,-999.0,0.225332,0.229454,3.243231,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.327845,1.145909,1.377444,1.459115,0.93829,-999.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-03-13 12:00:00,Sao_Paulo,72.0,-999.0,0.09694,0.122334,-999.0,-999.0,0.18066,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.293072,-999.0,-999.0,0.331525,-999.0,-999.0,0.408619,0.419741,3.58021,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.491386,1.226302,1.451973,1.578754,0.943814,-999.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-03-17 12:00:00,Sao_Paulo,76.0,-999.0,0.11187,0.143232,-999.0,-999.0,0.210897,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.330109,-999.0,-999.0,0.377896,-999.0,-999.0,0.445158,0.449256,3.347197,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.45434,1.0895,1.402942,1.518667,0.67447,-999.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-03-21 12:00:00,Sao_Paulo,80.0,-999.0,0.048174,0.058684,-999.0,-999.0,0.084389,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.14378,-999.0,-999.0,0.158572,-999.0,-999.0,0.207669,0.209506,2.500441,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.526504,1.356647,1.545239,1.632731,1.117573,-999.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-16 12:00:00,Sao_Paulo,106.0,-999.0,0.093743,0.116839,-999.0,-999.0,0.17114,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.278931,-999.0,-999.0,0.324775,-999.0,-999.0,0.407592,0.427994,2.844708,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.530477,1.381118,1.528261,1.580884,1.095867,-999.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-17 12:00:00,Sao_Paulo,107.0,-999.0,0.08921,0.114854,-999.0,-999.0,0.172524,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.281408,-999.0,-999.0,0.324052,-999.0,-999.0,0.392339,0.393214,2.439494,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.541371,1.313032,1.502244,1.617594,1.041591,-999.0,0.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,27.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,28.0,27.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-18 12:00:00,Sao_Paulo,108.0,-999.0,0.088499,0.111486,-999.0,-999.0,0.160537,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.25294,-999.0,-999.0,0.290188,-999.0,-999.0,0.354364,0.367527,2.347486,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.411793,1.260572,1.413398,1.467953,0.956579,-999.0,0.0,39.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,38.0,0.0,0.0,38.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,39.0,39.0,38.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-19 12:00:00,Sao_Paulo,109.0,-999.0,0.088436,0.112693,-999.0,-999.0,0.167687,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.275756,-999.0,-999.0,0.3211,-999.0,-999.0,0.398127,0.427791,2.402339,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.569156,1.329005,1.553,1.626526,1.108929,-999.0,0.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,14.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-20 12:00:00,Sao_Paulo,110.0,-999.0,0.137652,0.17535,-999.0,-999.0,0.256067,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.409009,-999.0,-999.0,0.476415,-999.0,-999.0,0.578908,0.566263,2.680858,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.475722,1.269721,1.467098,1.524766,0.956127,-999.0,0.0,15.0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,0.0,16.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-21 12:00:00,Sao_Paulo,111.0,-999.0,0.038983,0.044638,-999.0,-999.0,0.055429,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.087233,-999.0,-999.0,0.093347,-999.0,-999.0,0.127273,0.123037,2.317423,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.142112,1.387702,1.262408,1.216898,1.094015,-999.0,0.0,45.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,45.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-22 12:00:00,Sao_Paulo,112.0,-999.0,0.041595,0.049243,-999.0,-999.0,0.066877,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.112539,-999.0,-999.0,0.127039,-999.0,-999.0,0.179396,0.187287,2.332951,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.445998,1.705776,1.542788,1.502802,1.525531,-999.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-23 12:00:00,Sao_Paulo,113.0,-999.0,0.061848,0.070814,-999.0,-999.0,0.090142,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.142438,-999.0,-999.0,0.162901,-999.0,-999.0,0.22018,0.229382,2.306968,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.262203,1.587965,1.406932,1.269262,1.349028,-999.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-25 12:00:00,Sao_Paulo,115.0,-999.0,0.133439,0.170127,-999.0,-999.0,0.248597,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.396647,-999.0,-999.0,0.464792,-999.0,-999.0,0.56529,0.593215,2.769202,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.48303,1.33316,1.50415,1.515309,0.966483,-999.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,8.0,8.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-29 12:00:00,Sao_Paulo,119.0,-999.0,0.039723,0.047919,-999.0,-999.0,0.061227,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.096518,-999.0,-999.0,0.102685,-999.0,-999.0,0.137899,0.131202,2.29033,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.164054,1.433271,1.284113,1.265704,1.143116,-999.0,0.0,12.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,12.0,12.0,12.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-04-30 12:00:00,Sao_Paulo,120.0,-999.0,0.042255,0.052065,-999.0,-999.0,0.069247,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.10614,-999.0,-999.0,0.113881,-999.0,-999.0,0.144514,0.138307,1.661931,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.200891,1.272039,1.260047,1.291876,1.003533,-999.0,0.0,44.0,44.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,44.0,42.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,44.0,44.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-01 12:00:00,Sao_Paulo,121.0,-999.0,0.039103,0.045149,-999.0,-999.0,0.055999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.093205,-999.0,-999.0,0.10018,-999.0,-999.0,0.147433,0.150251,2.770092,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.258714,1.680078,1.427078,1.327111,1.594929,-999.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-03 12:00:00,Sao_Paulo,123.0,-999.0,0.038178,0.043841,-999.0,-999.0,0.053997,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.085643,-999.0,-999.0,0.095237,-999.0,-999.0,0.128327,0.131934,1.291128,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.192318,1.456229,1.359285,1.217917,1.255062,-999.0,0.0,37.0,37.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,37.0,37.0,37.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-04 12:00:00,Sao_Paulo,124.0,-999.0,0.121432,0.150643,-999.0,-999.0,0.214093,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.340463,-999.0,-999.0,0.404233,-999.0,-999.0,0.493316,0.530925,1.4864,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.466411,1.336605,1.503939,1.477372,0.999138,-999.0,0.0,33.0,33.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,33.0,0.0,0.0,33.0,30.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,33.0,33.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-05 12:00:00,Sao_Paulo,125.0,-999.0,0.059717,0.072167,-999.0,-999.0,0.095605,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.14642,-999.0,-999.0,0.165208,-999.0,-999.0,0.208763,0.212771,1.338759,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.259332,1.346809,1.331843,1.29368,1.075251,-999.0,0.0,47.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,47.0,46.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,47.0,47.0,47.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-06 12:00:00,Sao_Paulo,126.0,-999.0,0.06276,0.074188,-999.0,-999.0,0.099973,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.159655,-999.0,-999.0,0.184405,-999.0,-999.0,0.238149,0.252117,2.041842,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.365785,1.454343,1.453774,1.388736,1.271705,-999.0,0.0,16.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,17.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,17.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-07 12:00:00,Sao_Paulo,127.0,-999.0,0.166096,0.216792,-999.0,-999.0,0.330736,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.532936,-999.0,-999.0,0.626852,-999.0,-999.0,0.734843,0.813105,1.674267,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.579354,1.127954,1.523048,1.633746,0.777989,-999.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,9.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,9.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-08 12:00:00,Sao_Paulo,128.0,-999.0,0.058648,0.072759,-999.0,-999.0,0.102912,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.170611,-999.0,-999.0,0.199053,-999.0,-999.0,0.262675,0.283424,1.690624,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.50988,1.572886,1.571138,1.54567,1.394445,-999.0,0.0,42.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,42.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,42.0,42.0,42.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-09 12:00:00,Sao_Paulo,129.0,-999.0,0.075825,0.095557,-999.0,-999.0,0.139762,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.235077,-999.0,-999.0,0.277635,-999.0,-999.0,0.349923,0.382403,2.522185,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.597374,1.429927,1.631778,1.63656,1.232987,-999.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-10 12:00:00,Sao_Paulo,130.0,-999.0,0.099574,0.123471,-999.0,-999.0,0.171475,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.272838,-999.0,-999.0,0.317315,-999.0,-999.0,0.399686,0.4239,2.275205,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.419739,1.38222,1.468038,1.4449,1.122852,-999.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-11 12:00:00,Sao_Paulo,131.0,-999.0,0.124161,0.137337,-999.0,-999.0,0.165148,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.22988,-999.0,-999.0,0.253263,-999.0,-999.0,0.306574,0.315781,2.184987,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.98967,1.059837,1.061226,1.008334,0.872473,-999.0,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-14 12:00:00,Sao_Paulo,134.0,-999.0,0.094857,0.118293,-999.0,-999.0,0.171008,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.275791,-999.0,-999.0,0.322042,-999.0,-999.0,0.381923,0.328391,1.969186,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.458159,1.182628,1.470949,1.502675,0.897163,-999.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-15 12:00:00,Sao_Paulo,135.0,-999.0,0.08553,0.110498,-999.0,-999.0,0.165329,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.274594,-999.0,-999.0,0.318824,-999.0,-999.0,0.393822,0.420128,2.353415,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.595249,1.313682,1.581764,1.660694,1.142695,-999.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-16 12:00:00,Sao_Paulo,136.0,-999.0,0.022966,0.026192,-999.0,-999.0,0.02939,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.045032,-999.0,-999.0,0.041694,-999.0,-999.0,0.061053,0.052535,1.655069,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.822827,1.118338,0.930232,1.008447,0.930673,-999.0,0.0,6.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-17 12:00:00,Sao_Paulo,137.0,-999.0,0.038143,0.04879,-999.0,-999.0,0.065074,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.104281,-999.0,-999.0,0.10895,-999.0,-999.0,0.143539,0.140743,1.535011,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.257568,1.171745,1.276384,1.384672,1.018114,-999.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-18 12:00:00,Sao_Paulo,138.0,-999.0,0.094413,0.117744,-999.0,-999.0,0.172679,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.283723,-999.0,-999.0,0.339564,-999.0,-999.0,0.418789,0.44901,1.433383,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.578133,1.405625,1.602972,1.598702,1.080649,-999.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-19 12:00:00,Sao_Paulo,139.0,-999.0,0.065261,0.08363,-999.0,-999.0,0.120277,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.199075,-999.0,-999.0,0.230951,-999.0,-999.0,0.298064,0.319698,1.556165,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.529998,1.472894,1.563372,1.577071,1.275522,-999.0,0.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,11.0,11.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
2011-05-20 12:00:00,Sao_Paulo,140.0,-999.0,0.113078,0.14632,-999.0,-999.0,0.21946,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.360548,-999.0,-999.0,0.422655,-999.0,-999.0,0.512339,0.51358,1.592913,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.595356,1.285739,1.585017,1.636109,1.027525,-999.0,0.0,22.0,22.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,21.0,0.0,0.0,22.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,21.0,0.0,lev20,196.0,Sao_Paulo,-23.5615,-46.734983,786.000000<br>
