time,AERONET_Site,Day_of_Year,Day_of_Year(Fraction),AOD_Coincident_Input[440nm],AOD_Coincident_Input[675nm],AOD_Coincident_Input[870nm],AOD_Coincident_Input[1020nm],Angstrom_Exponent_440-870nm_from_Coincident_Input_AOD,AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],AOD_Extinction-Fine[440nm],AOD_Extinction-Fine[675nm],AOD_Extinction-Fine[870nm],AOD_Extinction-Fine[1020nm],AOD_Extinction-Coarse[440nm],AOD_Extinction-Coarse[675nm],AOD_Extinction-Coarse[870nm],AOD_Extinction-Coarse[1020nm],Extinction_Angstrom_Exponent_440-870nm-Total,Single_Scattering_Albedo[440nm],Single_Scattering_Albedo[675nm],Single_Scattering_Albedo[870nm],Single_Scattering_Albedo[1020nm],Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Refractive_Index-Real_Part[440nm],Refractive_Index-Real_Part[675nm],Refractive_Index-Real_Part[870nm],Refractive_Index-Real_Part[1020nm],Refractive_Index-Imaginary_Part[440nm],Refractive_Index-Imaginary_Part[675nm],Refractive_Index-Imaginary_Part[870nm],Refractive_Index-Imaginary_Part[1020nm],Asymmetry_Factor-Total[440nm],Asymmetry_Factor-Total[675nm],Asymmetry_Factor-Total[870nm],Asymmetry_Factor-Total[1020nm],Asymmetry_Factor-Fine[440nm],Asymmetry_Factor-Fine[675nm],Asymmetry_Factor-Fine[870nm],Asymmetry_Factor-Fine[1020nm],Asymmetry_Factor-Coarse[440nm],Asymmetry_Factor-Coarse[675nm],Asymmetry_Factor-Coarse[870nm],Asymmetry_Factor-Coarse[1020nm],Sphericity_Factor(%),0.050000,0.065604,0.086077,0.112939,0.148184,0.194429,0.255105,0.334716,0.439173,0.576227,0.756052,0.991996,1.301571,1.707757,2.240702,2.939966,3.857452,5.061260,6.640745,8.713145,11.432287,15.000000,Inflection_Radius_of_Size_Distribution(um),VolC-T,REff-T,VMR-T,Std-T,VolC-F,REff-F,VMR-F,Std-F,VolC-C,REff-C,VMR-C,Std-C,Minimum_Altitude_For_Flux_Calculations(km),Maximum_Altitude_For_Flux_Calculations(km),Flux_Down(BOA),Flux_Down(TOA),Flux_Up(BOA),Flux_Up(TOA),Rad_Forcing(BOA),Rad_Forcing(TOA),Forcing_Eff(BOA),Forcing_Eff(TOA),Diffuse(BOA),Diffuse(TOA),Spectral_Flux_Down[440nm],Spectral_Flux_Down[675nm],Spectral_Flux_Down[870nm],Spectral_Flux_Down[1020nm],Spectral_Flux_Up[440nm],Spectral_Flux_Up[675nm],Spectral_Flux_Up[870nm],Spectral_Flux_Up[1020nm],Spectral_Flux_Diffuse[440nm],Spectral_Flux_Diffuse[675nm],Spectral_Flux_Diffuse[870nm],Spectral_Flux_Diffuse[1020nm],Lidar_Ratio[440nm],Lidar_Ratio[675nm],Lidar_Ratio[870nm],Lidar_Ratio[1020nm],Depolarization_Ratio[440nm],Depolarization_Ratio[675nm],Depolarization_Ratio[870nm],Depolarization_Ratio[1020nm],Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type_
2010-09-10 19:30:46,Sao_Paulo,253.0,253.813032,0.295001,0.157113,0.107616,0.083774,1.471591,0.2956,0.1572,0.1078,0.0848,0.2741,0.1347,0.0842,0.0606,0.0215,0.0226,0.0236,0.0242,1.472366,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.755641,0.698604,0.653612,0.632058,0.73871,0.668233,0.6006,0.55219,1.095281,0.93522,0.880362,0.861612,-999.0,0.000362,0.00162,0.004717,0.009722,0.016896,0.027069,0.030928,0.017212,0.006517,0.003381,0.003126,0.004444,0.007417,0.011087,0.013441,0.016184,0.02023,0.021381,0.015166,0.006596,0.00178,0.000306,0.756,0.065,0.361,0.854,1.48,0.033,0.193,0.216,0.474,0.032,2.786,3.386,0.611,0.786,120.0,265.37802,427.57259,40.33562,93.43407,-39.60414,-14.40387,-180.95071,-65.81106,90.38705,0.0,324.129812,374.609829,276.10366,212.02151,18.936056,44.532832,64.017314,51.764292,0.691019,0.341727,0.225278,0.168494,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,71.488987,70.824124,1.857843,0.01383,0.295001,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,0.06196,0.12144,0.23466,0.24577,1.0,1.0,06:01:2018,14:59:29,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-10 19:54:27,Sao_Paulo,253.0,253.829479,0.25777,0.137982,0.095323,0.075239,1.45256,0.2584,0.1379,0.0956,0.0759,0.2387,0.117,0.0737,0.0534,0.0197,0.0209,0.0219,0.0225,1.452688,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.774808,0.704382,0.660514,0.640515,0.757803,0.669749,0.597865,0.547759,1.091709,0.95063,0.906019,0.88474,-999.0,0.000288,0.001407,0.004935,0.01234,0.022121,0.030011,0.029322,0.016636,0.007007,0.003781,0.003291,0.004204,0.006325,0.009263,0.012547,0.016289,0.019472,0.018318,0.011787,0.005031,0.001469,0.000301,0.756,0.064,0.325,0.73,1.47,0.035,0.189,0.211,0.474,0.029,2.734,3.302,0.601,0.786,120.0,174.31772,308.86461,28.6394,75.53734,-33.53599,-11.3157,-177.874,-60.01815,66.7901,0.0,206.018486,247.204201,189.470809,148.934477,12.126255,30.797831,46.693203,38.605445,0.792559,0.395237,0.255922,0.191412,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76.765305,76.094742,2.907511,0.005271,0.25777,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,6.0,5.0,4.0,10.0,7.0,5.0,0.066,0.13046,0.25316,0.26344,1.0,1.0,06:01:2018,14:58:10,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 11:29:19,Sao_Paulo,254.0,254.478692,0.19812,0.10836,0.077519,0.062053,1.373504,0.1982,0.1089,0.0775,0.0617,0.1762,0.0846,0.0518,0.0356,0.022,0.0244,0.0256,0.026,1.373249,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.760913,0.693095,0.662551,0.660318,0.737918,0.641617,0.5666,0.51378,1.036985,0.911769,0.877076,0.867132,-999.0,0.000255,0.001504,0.005421,0.012373,0.019522,0.022538,0.01733,0.009011,0.004931,0.004213,0.005126,0.00617,0.006365,0.006968,0.009435,0.013474,0.017215,0.017012,0.011715,0.005175,0.001397,0.000226,0.576,0.054,0.327,0.796,1.512,0.026,0.17,0.189,0.465,0.028,2.288,3.019,0.717,0.786,120.0,505.78301,698.1118,67.70543,112.73936,-35.69366,-5.07345,-244.45727,-34.74683,96.82992,0.0,687.375464,702.350481,478.686189,348.13927,38.451022,76.061888,99.607219,77.174826,0.402872,0.169505,0.110771,0.084746,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,58.582496,59.223059,2.584421,0.052844,0.19812,4.0,10.0,7.0,5.0,4.0,10.0,7.0,5.0,4.0,10.0,7.0,5.0,3.0,8.0,7.0,5.0,0.05574,0.10777,0.20725,0.22104,1.0,1.0,29:01:2021,12:52:45,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 12:07:11,Sao_Paulo,254.0,254.504988,0.16274,0.086807,0.06365,0.051825,1.380086,0.1638,0.0901,0.0628,0.0509,0.1476,0.0727,0.0443,0.0319,0.0163,0.0175,0.0185,0.0189,1.398739,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.723738,0.662167,0.633689,0.624732,0.702021,0.618207,0.553863,0.508298,1.03401,0.906611,0.864537,0.845384,-999.0,0.000185,0.001183,0.004479,0.010261,0.014832,0.014371,0.010193,0.006069,0.003682,0.002759,0.002811,0.00371,0.005449,0.007753,0.010171,0.012215,0.012937,0.011171,0.00722,0.003254,0.000972,0.000188,0.576,0.04,0.33,0.821,1.499,0.018,0.164,0.182,0.477,0.022,2.304,2.907,0.665,0.786,120.0,645.38952,848.97551,81.8953,124.93584,-30.52007,-3.53263,-251.99127,-29.16744,95.68806,-0.0,894.781532,880.889548,593.218254,431.757843,48.671356,91.481619,117.527398,91.344086,0.322657,0.125615,0.077936,0.058956,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,50.69293,51.30254,4.523763,0.201329,0.16274,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,9.0,5.0,4.0,3.0,10.0,4.0,4.0,0.05373,0.10308,0.19704,0.21078,1.0,1.0,29:01:2021,12:52:35,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 18:06:07,Sao_Paulo,254.0,254.754248,0.103599,0.059192,0.048009,0.039459,1.141591,0.1029,0.0601,0.0466,0.0412,0.078,0.0336,0.0188,0.0128,0.0249,0.0265,0.0278,0.0284,1.166374,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.686909,0.655383,0.657851,0.667324,0.615905,0.527763,0.469076,0.430045,1.024558,0.867065,0.811609,0.789725,-999.0,0.000219,0.00149,0.004758,0.007512,0.00675,0.004274,0.00247,0.001707,0.001654,0.002147,0.00311,0.004424,0.006246,0.009073,0.013889,0.021451,0.028267,0.026628,0.01604,0.005798,0.00122,0.000148,0.439,0.046,0.591,1.883,1.344,0.008,0.129,0.142,0.458,0.038,2.599,3.286,0.633,0.786,120.0,623.83676,807.5434,79.89472,122.47602,-20.51802,-3.94252,-266.3299,-51.175,81.71432,0.0,842.203572,840.067794,570.919757,424.29158,46.256968,88.203391,114.329304,90.268777,0.28597,0.100513,0.066983,0.054105,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,53.137486,52.519326,2.779724,0.109602,0.103599,4.0,10.0,8.0,4.0,4.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,0.05442,0.10442,0.19943,0.21211,1.0,1.0,29:01:2021,12:53:09,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 18:42:54,Sao_Paulo,254.0,254.779792,0.10824,0.061849,0.04996,0.041312,1.146767,0.1097,0.0631,0.0489,0.0436,0.083,0.0349,0.0192,0.0131,0.0267,0.0283,0.0298,0.0305,1.19076,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.679441,0.648079,0.659388,0.671951,0.597406,0.501651,0.450447,0.41919,1.075493,0.890894,0.824414,0.796462,-999.0,0.000251,0.00195,0.0062,0.008638,0.006403,0.003474,0.001981,0.001555,0.00178,0.002546,0.003643,0.004829,0.006265,0.008355,0.012277,0.0197,0.029874,0.033596,0.0227,0.008262,0.001555,0.000149,0.439,0.051,0.589,2.02,1.373,0.009,0.121,0.133,0.46,0.042,2.717,3.505,0.65,0.786,120.0,483.919,654.92428,65.59246,108.4743,-24.13955,-4.25717,-297.16075,-52.40627,74.45544,-0.0,635.994186,661.395552,456.84714,342.002366,36.045603,72.73153,96.405116,76.316925,0.341702,0.119996,0.080088,0.065573,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,60.90854,60.263332,3.958982,0.104371,0.10824,3.0,10.0,8.0,5.0,3.0,10.0,8.0,5.0,3.0,10.0,8.0,5.0,2.0,8.0,8.0,5.0,0.05674,0.10969,0.21053,0.22271,1.0,1.0,06:01:2018,15:03:28,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 19:31:10,Sao_Paulo,254.0,254.81331,0.089538,0.050363,0.040034,0.033244,1.19221,0.0906,0.0522,0.0394,0.0343,0.0704,0.0306,0.017,0.0115,0.0202,0.0216,0.0225,0.0228,1.222692,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.693651,0.650135,0.661025,0.676283,0.616728,0.502664,0.438831,0.400804,1.085007,0.918109,0.859173,0.831767,-999.0,0.000175,0.00141,0.004881,0.007626,0.006206,0.003416,0.0018,0.001234,0.001236,0.001627,0.002307,0.003205,0.004466,0.006469,0.009791,0.014816,0.020127,0.021007,0.014309,0.005618,0.00119,0.000133,0.439,0.036,0.511,1.763,1.441,0.007,0.124,0.135,0.438,0.029,2.681,3.428,0.646,0.786,120.0,296.58142,428.72335,45.00594,85.18131,-18.69281,-4.24427,-277.62112,-63.03495,57.44862,-0.0,367.725745,411.091685,293.970718,223.305976,21.940176,49.497181,68.729718,54.786269,0.466212,0.156601,0.098217,0.076309,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,71.485403,70.819251,3.032724,0.07393,0.089538,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,0.0619,0.12135,0.23462,0.24576,1.0,1.0,06:01:2018,15:03:30,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-11 19:54:08,Sao_Paulo,254.0,254.829259,0.095798,0.052863,0.041107,0.034473,1.250623,0.0966,0.0541,0.0405,0.0352,0.0762,0.0323,0.0178,0.0121,0.0204,0.0217,0.0227,0.023,1.27742,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.69666,0.648118,0.657407,0.673167,0.619449,0.504845,0.440122,0.40083,1.118974,0.921551,0.859671,0.834036,-999.0,0.000172,0.001418,0.005012,0.007943,0.006533,0.003713,0.001977,0.001292,0.001241,0.001678,0.002449,0.003271,0.00424,0.005896,0.008793,0.013545,0.020004,0.023859,0.01843,0.00771,0.001576,0.000152,0.439,0.038,0.523,1.87,1.461,0.008,0.125,0.136,0.436,0.03,2.819,3.652,0.655,0.786,120.0,200.08072,313.37546,32.81303,70.72627,-17.8859,-4.57996,-251.84467,-64.48871,49.25743,0.0,233.221165,281.339584,209.290508,161.393955,14.134297,35.808863,52.252242,42.150682,0.600816,0.211318,0.131451,0.100894,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76.610157,75.938696,2.258364,0.045012,0.095798,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,5.0,4.0,10.0,7.0,5.0,0.06579,0.13007,0.25244,0.26283,1.0,1.0,29:01:2021,12:53:15,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 10:17:36,Sao_Paulo,255.0,255.428889,0.478652,0.24381,0.159515,0.124432,1.600662,0.4798,0.2449,0.1599,0.1247,0.4332,0.1946,0.1069,0.0707,0.0466,0.0504,0.053,0.0541,1.600146,0.8719,0.8434,0.82,0.8041,0.061473,0.038348,0.028778,0.024439,1.107049,1.5378,1.535,1.5365,1.5323,0.022839,0.020984,0.019623,0.019152,0.687156,0.612355,0.576868,0.570113,0.664584,0.560925,0.474296,0.4097,1.021966,0.880388,0.828028,0.807356,-999.0,0.000397,0.003164,0.012481,0.028801,0.044251,0.039939,0.019061,0.007243,0.004296,0.004742,0.006778,0.009193,0.012937,0.018892,0.025023,0.033263,0.043778,0.045309,0.027651,0.009787,0.002373,0.00044,0.439,0.109,0.344,0.969,1.565,0.043,0.148,0.16,0.385,0.066,2.407,3.128,0.676,0.786,120.0,190.54261,369.21765,30.52592,89.79995,-63.48953,-18.05715,-184.78514,-52.555,84.20617,0.0,236.410605,276.667574,208.370944,151.743133,13.51847,32.91719,49.27917,38.377688,0.828292,0.470348,0.319641,0.256906,82.179,56.095,40.232,34.185,0.004145,0.011744,0.012826,0.004764,74.050876,74.722109,0.779496,0.003363,0.478652,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,0.06308,0.12485,0.24368,0.25829,1.0,1.0,06:01:2018,15:06:14,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 10:39:59,Sao_Paulo,255.0,255.444433,0.478238,0.243387,0.159483,0.124656,1.600008,0.4794,0.2445,0.1599,0.1251,0.4319,0.1934,0.1061,0.07,0.0475,0.0511,0.0538,0.0551,1.599249,0.8684,0.8479,0.8269,0.8117,0.063105,0.037191,0.027685,0.023564,1.20573,1.5431,1.5481,1.5542,1.5519,0.023651,0.020102,0.018469,0.018047,0.682971,0.602384,0.565157,0.559009,0.659414,0.549191,0.460124,0.395441,1.024096,0.873683,0.816968,0.794975,-999.0,0.000471,0.003184,0.012247,0.029893,0.047419,0.038066,0.015926,0.006106,0.003935,0.004732,0.007293,0.01049,0.013811,0.018309,0.024101,0.032964,0.044033,0.047009,0.02909,0.00973,0.002267,0.000444,0.439,0.109,0.344,0.981,1.571,0.042,0.146,0.156,0.376,0.067,2.399,3.126,0.681,0.786,120.0,273.50752,478.61932,41.10227,103.80207,-71.30706,-19.39313,-207.99304,-56.56714,103.69908,0.0,341.664814,393.961639,288.739304,211.566968,19.476034,45.4191,65.216577,50.95042,0.733846,0.390458,0.262237,0.208235,83.074,51.417,35.265,29.707,0.003861,0.011629,0.012308,0.004169,69.066771,69.731882,0.843896,0.003407,0.478238,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,4.0,10.0,7.0,6.0,0.06004,0.11778,0.22861,0.24274,1.0,1.0,29:01:2021,13:06:03,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 11:28:03,Sao_Paulo,255.0,255.477812,0.483455,0.245224,0.161347,0.12539,1.599804,0.4848,0.2464,0.1616,0.1262,0.4369,0.195,0.1077,0.071,0.0479,0.0514,0.0539,0.0552,1.600905,0.8781,0.8698,0.8523,0.8375,0.059071,0.032084,0.023868,0.020512,1.333136,1.5184,1.5412,1.5569,1.5587,0.020514,0.015069,0.014152,0.014107,0.682148,0.590234,0.55026,0.543394,0.658406,0.535589,0.443435,0.378243,1.022928,0.862693,0.805867,0.783438,-999.0,0.000404,0.003428,0.015331,0.037027,0.05272,0.039194,0.014559,0.005456,0.003599,0.004414,0.006907,0.010512,0.01467,0.018483,0.023939,0.034637,0.046745,0.047218,0.029647,0.011087,0.002544,0.00037,0.439,0.115,0.324,0.932,1.597,0.046,0.141,0.151,0.367,0.069,2.445,3.165,0.674,0.786,120.0,456.43364,698.74451,61.87524,126.58972,-76.27614,-20.44797,-221.37076,-59.34466,140.03522,0.0,594.573627,645.096106,453.742581,332.797162,33.054679,69.813394,94.490053,73.845869,0.59815,0.303066,0.202043,0.157692,84.114,45.75,30.246,25.092,0.00443,0.010314,0.011732,0.004085,58.58156,59.224348,1.127781,0.019406,0.483455,4.0,10.0,7.0,5.0,4.0,10.0,7.0,5.0,4.0,10.0,7.0,5.0,3.0,11.0,7.0,5.0,0.05573,0.10776,0.20723,0.22104,1.0,1.0,06:01:2018,15:06:48,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 11:56:37,Sao_Paulo,255.0,255.49765,0.535249,0.269726,0.175494,0.13505,1.624578,0.5366,0.271,0.1759,0.1361,0.4879,0.2188,0.1212,0.0801,0.0487,0.0522,0.0547,0.056,1.624321,0.8806,0.8681,0.8473,0.833,0.064054,0.035745,0.026854,0.022725,1.27833,1.5256,1.5498,1.5661,1.5688,0.020701,0.015883,0.015223,0.014992,0.676766,0.583133,0.540406,0.530874,0.654889,0.532746,0.441347,0.376706,1.021461,0.862513,0.804961,0.780659,-999.0,0.000414,0.003853,0.017683,0.041612,0.057514,0.042363,0.015707,0.005856,0.003727,0.004441,0.007288,0.01151,0.0151,0.018078,0.024029,0.034169,0.04442,0.046285,0.032357,0.013444,0.003241,0.00046,0.439,0.12,0.309,0.881,1.617,0.051,0.14,0.15,0.367,0.07,2.442,3.197,0.69,0.786,120.0,548.97578,815.36523,71.53202,136.70741,-85.27624,-20.21318,-224.09942,-53.11869,160.42192,0.0,722.007816,768.174705,535.688714,393.715687,39.491513,80.794304,107.684503,84.404189,0.571541,0.28966,0.190735,0.147168,82.792,45.324,30.084,24.694,0.004394,0.009622,0.010867,0.003345,52.566974,53.188456,1.252464,0.026353,0.535249,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,4.0,10.0,8.0,4.0,0.05413,0.10401,0.1991,0.21288,1.0,1.0,29:01:2021,13:05:56,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 12:06:05,Sao_Paulo,255.0,255.504225,0.55492,0.278956,0.180518,0.138675,1.635459,0.5561,0.2801,0.1811,0.1395,0.5091,0.2295,0.128,0.0852,0.047,0.0506,0.0531,0.0544,1.63355,0.8811,0.8656,0.8417,0.823,0.066093,0.037654,0.028666,0.024696,1.228898,1.5331,1.552,1.5671,1.569,0.021361,0.017521,0.016992,0.017214,0.675617,0.583946,0.539121,0.527315,0.656273,0.538374,0.44832,0.384335,1.005311,0.857844,0.803524,0.781628,-999.0,0.000398,0.003541,0.016461,0.040899,0.058463,0.043966,0.017197,0.006615,0.004094,0.004521,0.007003,0.011227,0.014863,0.017763,0.02397,0.035157,0.044402,0.039142,0.022223,0.008519,0.002312,0.000451,0.439,0.115,0.296,0.787,1.581,0.051,0.143,0.153,0.368,0.063,2.305,2.982,0.678,0.786,120.0,576.86608,851.0748,74.36692,138.94444,-88.80172,-19.36129,-224.95205,-49.04592,166.24867,0.0,761.12601,805.130439,559.917604,411.707761,41.434235,84.022951,111.473985,87.426267,0.566709,0.287507,0.188063,0.143481,82.483,47.473,31.898,26.495,0.004363,0.010597,0.011136,0.003538,50.624117,51.236688,1.399074,0.022096,0.55492,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,0.05371,0.10303,0.19695,0.21071,1.0,1.0,06:01:2018,15:06:12,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 18:05:44,Sao_Paulo,255.0,255.753981,0.678515,0.334754,0.220683,0.170615,1.640233,0.6799,0.336,0.221,0.1715,0.6163,0.2671,0.1488,0.0979,0.0637,0.069,0.0722,0.0736,1.64062,0.8711,0.855,0.837,0.829,0.087662,0.048729,0.036013,0.029321,1.305825,1.5173,1.5314,1.547,1.5469,0.021777,0.017067,0.015544,0.014651,0.671081,0.58561,0.552502,0.550207,0.647804,0.529201,0.445258,0.387687,1.025594,0.872628,0.816144,0.791945,-999.0,0.000553,0.006285,0.031532,0.063926,0.067509,0.047825,0.021504,0.009546,0.00617,0.00626,0.008345,0.012381,0.018311,0.024666,0.032358,0.047463,0.065606,0.064216,0.037119,0.013139,0.003254,0.000606,0.439,0.16,0.295,0.848,1.625,0.068,0.135,0.146,0.392,0.091,2.447,3.163,0.666,0.786,120.0,518.6649,811.89351,67.99825,137.72379,-106.59187,-22.6486,-224.38706,-47.67768,172.56018,0.0,645.543044,726.315184,520.48934,394.497817,35.343092,76.594024,104.764082,84.277379,0.642226,0.33843,0.228802,0.17744,82.363,46.851,32.863,27.619,0.004433,0.010704,0.010551,0.003771,52.919082,52.298886,1.335352,0.029153,0.678515,4.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,3.0,10.0,8.0,4.0,0.05437,0.10431,0.19919,0.21187,1.0,1.0,29:01:2021,13:06:53,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
2010-09-12 18:20:33,Sao_Paulo,255.0,255.764271,0.678515,0.334754,0.220683,0.170615,1.640233,0.68,0.336,0.221,0.1718,0.6151,0.266,0.1477,0.097,0.0649,0.0701,0.0733,0.0748,1.640848,0.8666,0.8357,0.8148,0.8068,0.090707,0.055202,0.040928,0.033192,1.161219,1.5285,1.533,1.5435,1.5419,0.02293,0.020732,0.018981,0.017133,0.670605,0.592891,0.562828,0.561305,0.645992,0.534059,0.452123,0.395037,1.040941,0.892307,0.832814,0.80484,-999.0,0.000587,0.00656,0.031511,0.060724,0.062709,0.04629,0.02296,0.00994,0.005902,0.00599,0.008489,0.013008,0.018571,0.024121,0.032499,0.04625,0.065426,0.073526,0.046165,0.015505,0.003423,0.000575,0.439,0.163,0.309,0.927,1.633,0.066,0.135,0.146,0.4,0.097,2.535,3.286,0.666,0.786,120.0,464.71129,752.69828,62.26086,130.86582,-109.16929,-20.95655,-229.7937,-44.11206,159.27127,0.0,571.166629,652.01213,473.172909,360.800942,31.484572,69.688118,96.828898,78.291059,0.668849,0.351293,0.236944,0.183978,81.482,50.109,36.235,30.543,0.004291,0.012108,0.012599,0.003718,56.019176,55.386815,1.340435,0.04072,0.678515,4.0,10.0,8.0,4.0,4.0,10.0,8.0,4.0,4.0,10.0,8.0,4.0,4.0,10.0,8.0,4.0,0.05518,0.10615,0.20309,0.21558,1.0,1.0,29:01:2021,13:06:32,624.0,-23.5615,-46.734983,786.0,lev20,Almucantar<br>
